None,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
10,UAL,MRT,2018-09-30,2018-09-30,2018-09-30,2020-02-25,-1089000000,44837000000,43973000000.0,8671000000,36166000000,0.916,34.735,-3444000000,5040000000,5040000000,16191000000,2239000000,0.634,3.735,14380000000,1046000000,13334000000,14380000000,4987000000,2096000000,0,0.0,0.0,3323000000,5419000000,0.135,5419000000,3323000000,2698000000,8.03,8.01,8.03,9469000000,8794500000.0,9469000000,33616109746,10,6.203,2380000000,8.731,1.0,24072000000,0.598,7905000000,625000000,32588000000,32203000000.0,1011000000,848000000,0,848000000,35368000000,13684000000,21684000000,24278109746,747000000,-181000000,-1563000000,-96000000,0,-1721000000,-3356000000,144000000,5824000000,0,2239000000,2239000000,2239000000,0,0,0.056,20755000000,3317000000,2581000000,0.0,2.564,10.843,11.091,27308000000,0,89.06,0.603,0.603,1752000000,6203000000,40263000000,40263000000,0,0.051,0.255,0.103,0.083,0,12728000000,1.0,272603972,272603972,,147.698,36932000000,0,459000000,639000000,135.479,-5013000000
11,UAL,MRT,2018-06-30,2018-06-30,2018-06-30,2020-02-25,-1102000000,44691000000,43405000000.0,8881000000,35810000000,0.902,31.158,-3766000000,5165000000,5165000000,15318000000,2051000000,0.63,4.173,14503000000,1004000000,13499000000,14503000000,4989000000,2096000000,0,0.0,0.0,3255000000,5351000000,0.137,5351000000,3255000000,2633000000,7.12,7.11,7.12,8639000000,8669750000.0,8639000000,29727722827,9,5.556,1752000000,6.319,1.0,23841000000,0.609,7922000000,622000000,32015000000,31785000000.0,942000000,848000000,0,848000000,36052000000,14092000000,21960000000,19333722827,490000000,-181000000,-2101000000,909000000,0,-1250000000,-3778000000,91000000,5518000000,0,2051000000,2051000000,2051000000,0,0,0.052,20573000000,3268000000,2703000000,0.0,2.238,9.426,9.794,26946000000,0,69.73,0.494,0.494,1840000000,5367000000,39159000000,39159000000,0,0.047,0.237,0.102,0.083,0,12533000000,1.0,277265493,277265493,,141.233,36769000000,0,582000000,419000000,132.613,-5211000000
12,UAL,MRT,2018-03-31,2018-03-31,2018-03-31,2020-02-25,-1114000000,44018000000,42809000000.0,8287000000,35731000000,0.897,29.28,-4127000000,4570000000,4570000000,14436000000,2189000000,0.584,4.28,14964000000,1779000000,13185000000,14964000000,4937000000,2096000000,0,0.0,0.0,3681000000,5777000000,0.15,5777000000,3681000000,3055000000,7.31,7.3,7.31,8336000000,8723500000.0,8336000000,30281147000,8,5.242,509000000,1.788,1.0,23954000000,0.624,8044000000,626000000,32185000000,31030000000.0,924000000,853000000,0,853000000,35682000000,14183000000,21499000000,19778147000,217000000,-42000000,-2115000000,1609000000,0,-564000000,-3855000000,144000000,4636000000,0,2189000000,2189000000,2189000000,0,0,0.057,20394000000,3560000000,2399000000,0.0,2.373,9.035,9.503,26739000000,0,69.47,0.515,0.515,1760000000,4684000000,38390000000,38390000000,0,0.051,0.251,0.119,0.096,0,12489000000,1.0,284700547,284700547,,134.843,35974000000,0,866000000,250000000,126.357,-5896000000
13,UAL,MRT,2017-12-31,2017-12-31,2017-12-31,2020-02-25,-1147000000,42346000000,42165750000.0,7133000000,35213000000,0.896,29.482,-3870000000,3889000000,3889000000,13968000000,2143000000,0.559,3.848,14392000000,1693000000,12699000000,14392000000,4783000000,2096000000,0,0.0,0.0,3649000000,5745000000,0.152,5745000000,3649000000,3023000000,7.08,7.06,7.08,8734000000,8751750000.0,8734000000,29486414119,8,5.133,-396000000,-1.337,1.0,23816000000,0.63,8062000000,626000000,32024000000,30229500000.0,924000000,852000000,0,852000000,33612000000,12763000000,20849000000,19967414119,-712000000,-32000000,-1844000000,1552000000,0,-383000000,-3803000000,-64000000,3474000000,0,2143000000,2143000000,2143000000,0,0,0.057,20198000000,3618000000,2196000000,0.0,2.286,9.318,9.52,26208000000,0,67.4,0.528,0.528,1340000000,4549000000,37784000000,37784000000,0,0.051,0.245,0.121,0.097,0,12376000000,1.0,296252435,296252435,,127.54,34284000000,0,880000000,204000000,115.726,-5630000000
14,UAL,MRT,2017-09-30,2017-09-30,2017-09-30,2020-02-25,-824000000,42565000000,41614250000.0,7877000000,34688000000,0.898,29.485,-3796000000,4424000000,4424000000,13480000000,1933000000,0.602,3.745,13943000000,1641000000,12302000000,13943000000,4785000000,1977000000,0,0.0,0.0,3964000000,5941000000,0.159,5941000000,3964000000,3258000000,6.34,6.33,6.34,8970000000,8733000000.0,8970000000,26920241804,7,4.531,-453000000,-1.489,1.0,23907000000,0.639,8081000000,706000000,30916000000,28936500000.0,937000000,882000000,0,882000000,33595000000,13087000000,20508000000,18521241804,-775000000,-62000000,-1463000000,1266000000,0,-290000000,-3828000000,-228000000,3343000000,0,1933000000,1933000000,1933000000,0,0,0.052,20001000000,3906000000,2231000000,0.0,2.065,9.582,9.603,25629000000,0,60.88,0.495,0.495,1603000000,4991000000,37387000000,37387000000,0,0.046,0.221,0.137,0.106,0,12221000000,1.0,304225391,304225391,,122.892,34484000000,0,1325000000,253000000,113.35,-5210000000
15,UAL,MRT,2017-06-30,2017-06-30,2017-06-30,2020-02-25,-844000000,42307000000,41054750000.0,8248000000,34059000000,0.911,28.593,-3363000000,4764000000,4764000000,13263000000,2253000000,0.607,3.778,13163000000,1551000000,11612000000,13163000000,4868000000,1977000000,0,0.0,0.0,4462000000,6439000000,0.172,6439000000,4462000000,3775000000,7.21,7.19,7.21,8854000000,8600250000.0,8854000000,31636614452,7,4.913,541000000,1.747,1.0,24138000000,0.645,8115000000,687000000,28995000000,27551250000.0,882000000,0,0,0,33453000000,13596000000,19857000000,23301614452,-149000000,-62000000,-1144000000,456000000,0,-795000000,-3258000000,-73000000,3904000000,0,2253000000,2253000000,2253000000,0,0,0.06,19746000000,4392000000,2225000000,0.0,2.632,10.342,10.437,25017000000,0,75.25,0.623,0.623,1499000000,4354000000,37401000000,37401000000,0,0.055,0.262,0.162,0.119,0,12029000000,1.0,309656006,309656006,,120.782,34192000000,127000000,1522000000,0,110.419,-5348000000
16,UAL,MRT,2017-03-31,2017-03-31,2017-03-31,2020-02-25,-836000000,41445000000,40597000000.0,7724000000,33721000000,0.906,26.854,-3111000000,4508000000,4508000000,13032000000,2020000000,0.61,3.905,12843000000,829000000,12014000000,12843000000,4926000000,1977000000,0,0.0,0.0,4106000000,6083000000,0.165,6083000000,4106000000,3429000000,6.32,6.3,6.32,8449000000,8332750000.0,8449000000,29377944067,7,4.83,1779000000,5.654,1.0,23757000000,0.646,8135000000,677000000,28983000000,26527500000.0,900000000,0,0,0,32996000000,12662000000,20334000000,22224944067,318000000,-30000000,-1480000000,85000000,0,-1514000000,-3058000000,-35000000,4890000000,0,2020000000,2020000000,2020000000,0,0,0.055,19742000000,4015000000,2135000000,0.0,2.63,11.002,11.177,24241000000,0,70.64,0.604,0.604,1429000000,3536000000,36789000000,36789000000,0,0.05,0.242,0.155,0.112,0,11733000000,1.0,314622651,314622651,,116.931,33310000000,598000000,1409000000,0,105.873,-4938000000
17,UAL,MRT,2016-12-31,2016-12-31,2016-12-31,2020-02-25,-829000000,40140000000,40329000000.0,7309000000,32831000000,0.906,27.291,-3223000000,4552000000,4552000000,12604000000,2234000000,0.595,3.636,11705000000,965000000,10740000000,11705000000,4883000000,1977000000,0,0.0,0.0,4447000000,6424000000,0.176,6424000000,4447000000,3773000000,6.77,6.76,6.77,8659000000,8180500000.0,8659000000,29601773289,7,4.608,2319000000,7.309,1.0,23954000000,0.655,8155000000,674000000,26852000000,25739250000.0,873000000,579000000,0,579000000,31481000000,12286000000,19195000000,23123773289,-909000000,-70000000,-2614000000,-543000000,0,-3213000000,-3238000000,-56000000,5542000000,0,2234000000,2234000000,2234000000,0,0,0.061,19610000000,4344000000,2139000000,0.0,2.67,10.351,10.765,23318000000,0,72.88,0.633,0.633,1176000000,3427000000,36558000000,36558000000,0,0.055,0.273,0.173,0.122,0,11571000000,1.0,317285583,317285583,,115.221,31985000000,655000000,1539000000,0,100.808,-4977000000
18,UAL,MRT,2016-09-30,2016-09-30,2016-09-30,2020-02-25,-798000000,40327000000,40509250000.0,7970000000,32357000000,0.902,26.175,-3046000000,4979000000,4979000000,12649000000,2689000000,0.601,3.779,11457000000,1093000000,10364000000,11457000000,4911000000,1819000000,0,0.0,0.0,4471000000,6290000000,0.172,6290000000,4471000000,3840000000,8.01,7.99,8.01,8439000000,8257250000.0,8439000000,23522763396,5,3.74,2953000000,9.159,1.0,23891000000,0.654,8177000000,631000000,25375000000,25563000000.0,842000000,0,0,0,31888000000,13253000000,18635000000,16916763396,-993000000,122000000,-2949000000,-729000000,0,-3740000000,-3252000000,-52000000,5999000000,0,2689000000,2689000000,2689000000,0,0,0.074,19477000000,4414000000,2138000000,0.0,2.005,6.291,6.551,22645000000,0,52.47,0.463,0.463,1481000000,5323000000,36540000000,36540000000,0,0.066,0.326,0.175,0.122,0,11434000000,1.0,322408298,322408298,,113.335,32150000000,863000000,1151000000,0,99.718,-5283000000
19,UAL,MRT,2016-06-30,2016-06-30,2016-06-30,2020-02-25,-734000000,40476000000,40894750000.0,7844000000,32632000000,0.903,23.11,-3021000000,4809000000,4809000000,12975000000,6540000000,0.561,4.2,11415000000,1400000000,10015000000,11415000000,4962000000,1819000000,0,0.0,0.0,4581000000,6400000000,0.173,6400000000,4581000000,3936000000,17.82,17.8,17.82,7784000000,8286250000.0,7784000000,21295225277,5,3.327,3140000000,9.322,1.0,23958000000,0.649,8200000000,645000000,24900000000,25714500000.0,798000000,0,0,0,32692000000,13982000000,18710000000,13823225277,-466000000,122000000,-2954000000,-528000000,0,-3535000000,-3092000000,-14000000,6161000000,0,6540000000,6540000000,6540000000,0,0,0.177,19269000000,4689000000,2240000000,0.0,1.776,2.114,2.303,22388000000,0,41.04,0.374,0.374,1450000000,4358000000,36933000000,36933000000,0,0.16,0.789,0.178,0.124,0,11364000000,1.0,336823228,336823228,,109.651,32276000000,1392000000,-2604000000,0,95.825,-6138000000
20,UAL,MRT,2016-03-31,2016-03-31,2016-03-31,2020-02-25,-777000000,40373000000,40617500000.0,7224000000,33149000000,0.922,21.809,-3267000000,4134000000,4134000000,13690000000,7145000000,0.54,4.15,11606000000,1409000000,10197000000,11606000000,4982000000,1819000000,0,0.0,0.0,4857000000,6676000000,0.178,6676000000,4857000000,4202000000,19.18,19.16,19.18,7840000000,7370750000.0,7840000000,27877760607,6,4.176,2099000000,5.839,1.0,23761000000,0.634,8635000000,655000000,25830000000,25308000000.0,759000000,0,0,0,32533000000,13380000000,19153000000,21518760607,-1697000000,-40000000,-2414000000,-1227000000,0,-3678000000,-3385000000,76000000,5366000000,0,7145000000,7145000000,7145000000,0,0,0.191,18687000000,5074000000,2065000000,0.0,2.745,3.012,3.121,22006000000,0,59.86,0.575,0.575,1581000000,3770000000,37451000000,37451000000,0,0.176,0.969,0.192,0.13,0,11235000000,1.0,359484808,359484808,,104.18,31738000000,1800000000,-2943000000,0,88.287,-6156000000
21,UAL,MRT,2015-12-31,2015-12-31,2015-12-31,2020-02-25,-831000000,40861000000,40297000000.0,7828000000,33033000000,0.94,24.05,-2661000000,5400000000,5400000000,14420000000,7340000000,0.631,3.557,11759000000,1359000000,10400000000,11759000000,4943000000,1819000000,0,0.0,0.0,4888000000,6707000000,0.177,6707000000,4888000000,4219000000,19.52,19.47,19.52,8966000000,6162750000.0,8966000000,27678028242,6,4.127,3331000000,8.935,1.0,23444000000,0.619,8659000000,669000000,26147000000,24537750000.0,738000000,0,0,0,31895000000,12414000000,19481000000,21362028242,890000000,0,-1217000000,-1228000000,0,-2495000000,-2607000000,190000000,5992000000,0,7340000000,7340000000,7340000000,0,0,0.194,18278000000,5166000000,1869000000,0.0,2.383,2.91,2.935,21580000000,0,57.3,0.564,0.564,1128000000,3457000000,37864000000,37864000000,0,0.182,1.191,0.199,0.129,0,11055000000,1.0,372810266,372810266,,101.564,32202000000,2037000000,-3121000000,0,86.376,-4586000000
22,UAL,MRT,2015-09-30,2015-09-30,2015-09-30,2020-02-25,-934000000,41869000000,39230500000.0,10097000000,31772000000,0.972,22.647,-2573000000,5805000000,5805000000,15433000000,6545000000,0.749,3.894,12121000000,1449000000,10672000000,12121000000,4934000000,1679000000,0,0.0,0.0,4017000000,5696000000,0.149,5696000000,4017000000,3337000000,17.37,17.37,17.37,8555000000,4520250000.0,8555000000,26500289272,7,4.652,2206000000,5.84,1.0,22708000000,0.595,8716000000,680000000,25981000000,23642750000.0,704000000,0,0,0,33314000000,13488000000,19826000000,20040289272,235000000,-130000000,-742000000,-1288000000,0,-2124000000,-2420000000,224000000,4779000000,0,6545000000,6545000000,6545000000,0,0,0.172,17998000000,4710000000,2082000000,0.0,2.343,3.062,3.054,21176000000,0,53.05,0.525,0.525,1513000000,2634000000,38141000000,38141000000,0,0.167,1.448,0.17,0.105,0,10900000000,1.0,377762286,377762286,,100.966,33153000000,2152000000,-3208000000,0,87.762,-3391000000
23,UAL,MRT,2015-06-30,2015-06-30,2015-06-30,2020-02-25,-812000000,39367000000,38266000000.0,8793000000,30574000000,1.003,10.791,-2276000000,5199000000,5199000000,16715000000,2653000000,0.637,8.55,11659000000,1158000000,10501000000,11659000000,4989000000,1679000000,0,0.0,0.0,3353000000,5032000000,0.131,5032000000,3353000000,2651000000,7.04,6.92,7.04,4122000000,3347500000.0,4122000000,26656896865,8,5.297,1777000000,4.652,1.0,21683000000,0.565,8743000000,702000000,23274000000,22787000000.0,656000000,0,0,0,35245000000,13810000000,21435000000,20249896865,-703000000,-130000000,-697000000,-1767000000,0,-2584000000,-2172000000,212000000,4053000000,0,2653000000,2653000000,2653000000,0,0,0.069,17681000000,4002000000,2322000000,0.0,4.913,7.633,7.53,20701000000,0,53.01,0.527,0.527,1471000000,-2182000000,38398000000,38398000000,0,0.069,0.793,0.147,0.087,0,10719000000,1.0,382001450,382001450,,100.518,30624000000,619000000,-2000000,1623000000,80.167,-5017000000
24,UAL,MRT,2015-03-31,2015-03-31,2015-03-31,2020-02-25,-977000000,39091000000,38036000000.0,9509000000,29582000000,1.02,7.829,-1775000000,5879000000,5879000000,17800000000,2249000000,0.681,11.996,12286000000,1812000000,10474000000,12286000000,5025000000,1679000000,0,0.0,0.0,2966000000,4645000000,0.12,4645000000,2966000000,2245000000,6.02,5.79,6.02,3008000000,3153750000.0,3008000000,33250223315,11,7.158,1990000000,5.179,1.0,21013000000,0.541,8780000000,721000000,22749000000,22566250000.0,631000000,0,0,0,36083000000,13969000000,22114000000,25839223315,268000000,0,-447000000,-928000000,0,-1548000000,-1949000000,-217000000,3765000000,0,2249000000,2249000000,2249000000,0,0,0.058,17550000000,3463000000,2074000000,0.0,8.59,11.489,11.171,19862000000,0,67.25,0.666,0.666,1471000000,-3375000000,38813000000,38813000000,0,0.059,0.713,0.131,0.076,0,10450000000,1.0,384226369,384226369,,101.016,30311000000,575000000,-4000000,1577000000,78.888,-4460000000
25,UAL,MRQ,2019-12-31,2019-12-31,2019-12-31,2020-02-25,-718000000,52611000000,,8194000000,44417000000,,45.569,-1239000000,5050000000,5050000000,4166000000,641000000,0.549,3.563,20450000000,2139000000,18311000000,20450000000,5276000000,2288000000,0,0.0,0.0,1005000000,3293000000,0.302,3293000000,1005000000,844000000,2.56,2.54,2.56,11531000000,,11531000000,37204615129,8,5.366,-58000000,-0.229,1.0,6722000000,0.617,7532000000,161000000,45541000000,,1072000000,1851000000,0,1851000000,41080000000,14938000000,26142000000,22290615129,-195000000,-164000000,-214000000,178000000,0,-47000000,-1329000000,-15000000,1181000000,0,641000000,641000000,641000000,0,0,0.059,5861000000,861000000,2703000000,0.0,1.933,7.408,7.574,34928000000,0,88.09,0.515,0.515,1364000000,9716000000,10888000000,10888000000,0,,,,,0,3495000000,1.0,253043650,253043650,,43.028,45079000000,0,203000000,1736000000,178.147,-6744000000
26,UAL,MRQ,2019-09-30,2019-09-30,2019-09-30,2020-02-25,-504000000,52199000000,,8533000000,43666000000,,43.986,-822000000,5226000000,5226000000,4219000000,1024000000,0.544,3.619,20140000000,2113000000,18027000000,20140000000,5219000000,0,0,0.0,0.0,1540000000,1540000000,0.135,1540000000,1540000000,1349000000,4.01,3.99,4.01,11301000000,,11301000000,37348427074,9,5.719,281000000,1.094,1.0,7161000000,0.629,7637000000,191000000,43785000000,,1065000000,1660000000,0,1660000000,40898000000,15691000000,25207000000,22714427074,-263000000,-19000000,-369000000,-182000000,0,-571000000,-795000000,73000000,1103000000,0,1024000000,1024000000,1024000000,0,0,0.09,5688000000,1473000000,2848000000,0.0,2.01,8.029,8.163,34269000000,0,88.41,0.53,0.53,1617000000,9075000000,11380000000,11380000000,0,,,,,0,3495000000,1.0,256921469,256921469,,44.294,44562000000,0,325000000,1594000000,173.446,-7158000000
27,UAL,MRQ,2019-06-30,2019-06-30,2019-06-30,2020-02-25,-807000000,52150000000,,8910000000,43240000000,,39.22,-858000000,5549000000,5549000000,4254000000,1052000000,0.554,4.053,20183000000,2009000000,18174000000,20183000000,5198000000,0,0,0.0,0.0,1545000000,1545000000,0.136,1545000000,1545000000,1354000000,4.03,4.02,4.03,10320000000,,10320000000,38954978707,10,6.262,1852000000,7.038,1.0,7148000000,0.627,7652000000,191000000,43054000000,,996000000,1657000000,0,1657000000,41830000000,16078000000,25752000000,23036978707,1375000000,0,-549000000,84000000,0,-479000000,-856000000,-3000000,2710000000,0,1052000000,1052000000,1052000000,0,0,0.092,5676000000,1472000000,3033000000,0.0,2.232,8.733,8.861,33826000000,0,87.55,0.542,0.542,1762000000,8050000000,11402000000,11402000000,0,,,,,0,3499000000,1.0,263129397,263129397,,43.332,44498000000,0,302000000,1192000000,169.111,-7168000000
28,UAL,MRQ,2019-03-31,2019-03-31,2019-03-31,2020-02-25,-793000000,50639000000,,7608000000,43031000000,,36.749,-1609000000,4170000000,4170000000,3788000000,292000000,0.496,4.166,20088000000,1973000000,18115000000,20088000000,5138000000,0,0,0.0,0.0,555000000,555000000,0.058,555000000,555000000,367000000,1.09,1.09,1.09,9802000000,,9802000000,31952526093,9,5.612,306000000,1.147,1.0,5801000000,0.605,7667000000,188000000,43555000000,,972000000,1610000000,0,1610000000,40837000000,15335000000,25502000000,21279526093,152000000,-27000000,-513000000,376000000,0,-183000000,-1580000000,44000000,1915000000,0,292000000,292000000,292000000,0,0,0.03,5306000000,495000000,2707000000,0.0,2.171,9.378,9.577,33651000000,0,79.78,0.508,0.508,1789000000,6999000000,9589000000,9589000000,0,,,,,0,3233000000,1.0,266727577,266727577,,35.951,42972000000,0,75000000,898000000,161.108,-7727000000
29,UAL,MRQ,2018-12-31,2018-12-31,2018-12-31,2020-02-25,-803000000,49024000000,,7094000000,41930000000,,36.856,-1604000000,4055000000,4055000000,4169000000,461000000,0.513,3.882,19787000000,2072000000,17715000000,19787000000,5005000000,2165000000,0,0.0,0.0,726000000,2891000000,0.276,2891000000,726000000,553000000,1.7,1.69,1.7,10042000000,,10042000000,32153445217,10,5.864,-475000000,-1.743,1.0,6322000000,0.603,7682000000,173000000,43235000000,,985000000,1482000000,0,1482000000,38982000000,13839000000,25143000000,22813445217,-927000000,-456000000,-225000000,123000000,0,-108000000,-1948000000,60000000,1129000000,0,461000000,461000000,461000000,0,0,0.044,5687000000,635000000,2363000000,0.0,2.272,10.751,10.874,32661000000,0,83.73,0.552,0.552,1426000000,6715000000,10491000000,10491000000,0,,,,,0,3320000000,1.0,272464412,272464412,,38.504,41342000000,0,92000000,828000000,151.734,-6745000000
30,UAL,MRQ,2018-09-30,2018-09-30,2018-09-30,2020-02-25,-1089000000,44837000000,,8671000000,36166000000,,34.735,-795000000,5040000000,5040000000,4430000000,833000000,0.634,3.735,14380000000,1046000000,13334000000,14380000000,4987000000,0,0,0.0,0.0,1230000000,1230000000,0.112,1230000000,1230000000,1058000000,3.06,3.05,3.06,9469000000,,9469000000,33616109746,10,6.203,88000000,0.323,1.0,6573000000,0.597,7905000000,172000000,32588000000,,1011000000,848000000,0,848000000,35368000000,13684000000,21684000000,24278109746,-265000000,0,-41000000,-247000000,0,-294000000,-854000000,-125000000,883000000,0,833000000,833000000,833000000,0,0,0.076,5386000000,1187000000,2581000000,0.0,2.564,10.843,11.091,27308000000,0,89.06,0.603,0.603,1752000000,6203000000,11003000000,11003000000,0,,,,,0,3357000000,1.0,272603972,272603972,,40.363,36932000000,0,225000000,639000000,135.479,-5013000000
31,UAL,MRQ,2018-06-30,2018-06-30,2018-06-30,2020-02-25,-1102000000,44691000000,,8881000000,35810000000,,31.158,-727000000,5165000000,5165000000,4265000000,683000000,0.63,4.173,14503000000,1004000000,13499000000,14503000000,4989000000,0,0,0.0,0.0,1018000000,1018000000,0.094,1018000000,1018000000,855000000,2.48,2.48,2.48,8639000000,,8639000000,29727722827,9,5.556,1716000000,6.189,1.0,6512000000,0.604,7922000000,163000000,32015000000,,942000000,848000000,0,848000000,36052000000,14092000000,21960000000,19333722827,481000000,-139000000,-440000000,-554000000,0,-1004000000,-958000000,-115000000,2443000000,0,683000000,683000000,683000000,0,0,0.063,5367000000,1145000000,2703000000,0.0,2.238,9.426,9.794,26946000000,0,69.73,0.494,0.494,1840000000,5367000000,10777000000,10777000000,0,,,,,0,3271000000,1.0,277265493,277265493,,38.869,36769000000,0,172000000,419000000,132.613,-5211000000
32,UAL,MRQ,2018-03-31,2018-03-31,2018-03-31,2020-02-25,-1114000000,44018000000,,8287000000,35731000000,,29.28,-944000000,4570000000,4570000000,3741000000,145000000,0.584,4.28,14964000000,1779000000,13185000000,14964000000,4937000000,0,0,0.0,0.0,344000000,344000000,0.038,344000000,344000000,182000000,0.51,0.51,0.51,8336000000,,8336000000,30281147000,8,5.242,765000000,2.687,1.0,5291000000,0.586,8044000000,162000000,32185000000,,924000000,853000000,0,853000000,35682000000,14183000000,21499000000,19778147000,919000000,-10000000,-529000000,466000000,0,-95000000,-695000000,244000000,1709000000,0,145000000,145000000,145000000,0,0,0.016,5029000000,262000000,2399000000,0.0,2.373,9.035,9.503,26739000000,0,69.47,0.515,0.515,1760000000,4684000000,9032000000,9032000000,0,,,,,0,3068000000,1.0,284700547,284700547,,31.725,35974000000,0,37000000,250000000,126.357,-5896000000
33,UAL,MRQ,2017-12-31,2017-12-31,2017-12-31,2020-02-25,-1147000000,42346000000,,7133000000,35213000000,,29.482,-978000000,3889000000,3889000000,3755000000,578000000,0.559,3.848,14392000000,1693000000,12699000000,14392000000,4783000000,2096000000,0,0.0,0.0,731000000,2827000000,0.299,2827000000,731000000,603000000,1.98,1.97,1.98,8734000000,,8734000000,29486414119,8,5.133,-189000000,-0.638,1.0,5696000000,0.603,8062000000,128000000,32024000000,,924000000,852000000,0,852000000,33612000000,12763000000,20849000000,19967414119,-388000000,-32000000,-553000000,239000000,0,-328000000,-849000000,140000000,789000000,0,578000000,578000000,578000000,0,0,0.061,4973000000,723000000,2196000000,0.0,2.286,9.318,9.52,26208000000,0,67.4,0.528,0.528,1340000000,4549000000,9451000000,9451000000,0,,,,,0,3032000000,1.0,296252435,296252435,,31.902,34284000000,0,25000000,204000000,115.726,-5630000000
34,UAL,MRQ,2017-09-30,2017-09-30,2017-09-30,2020-02-25,-824000000,42565000000,,7877000000,34688000000,,29.485,-1117000000,4424000000,4424000000,3557000000,645000000,0.602,3.745,13943000000,1641000000,12302000000,13943000000,4785000000,0,0,0.0,0.0,1162000000,1162000000,0.117,1162000000,1162000000,993000000,2.15,2.15,2.15,8970000000,,8970000000,26920241804,7,4.531,-540000000,-1.775,1.0,6342000000,0.641,8081000000,169000000,30916000000,,937000000,882000000,0,882000000,33595000000,13087000000,20508000000,18521241804,-522000000,0,-579000000,758000000,0,177000000,-1276000000,-178000000,577000000,0,645000000,645000000,645000000,0,0,0.065,5204000000,1138000000,2231000000,0.0,2.065,9.582,9.603,25629000000,0,60.88,0.495,0.495,1603000000,4991000000,9899000000,9899000000,0,,,,,0,3162000000,1.0,304225391,304225391,,32.538,34484000000,0,348000000,253000000,113.35,-5210000000
35,UAL,MRQ,2017-06-30,2017-06-30,2017-06-30,2020-02-25,-844000000,42307000000,,8248000000,34059000000,,28.593,-1088000000,4764000000,4764000000,3383000000,821000000,0.607,3.778,13163000000,1551000000,11612000000,13163000000,4868000000,0,0,0.0,0.0,1444000000,1444000000,0.144,1444000000,1444000000,1277000000,2.67,2.67,2.67,8854000000,,8854000000,31636614452,7,4.913,473000000,1.528,1.0,6625000000,0.662,8115000000,167000000,28995000000,,882000000,0,0,0,33453000000,13596000000,19857000000,23301614452,208000000,0,-454000000,146000000,0,-318000000,-1035000000,-62000000,1561000000,0,821000000,821000000,821000000,0,0,0.082,5188000000,1437000000,2225000000,0.0,2.632,10.342,10.437,25017000000,0,75.25,0.623,0.623,1499000000,4354000000,10008000000,10008000000,0,,,,,0,3227000000,1.0,309656006,309656006,,32.32,34192000000,127000000,456000000,0,110.419,-5348000000
36,UAL,MRQ,2017-03-31,2017-03-31,2017-03-31,2020-02-25,-836000000,41445000000,,7724000000,33721000000,,26.854,-687000000,4508000000,4508000000,3273000000,99000000,0.61,3.905,12843000000,829000000,12014000000,12843000000,4926000000,0,0,0.0,0.0,312000000,312000000,0.037,312000000,312000000,150000000,0.32,0.32,0.32,8449000000,,8449000000,29377944067,7,4.83,-140000000,-0.445,1.0,5153000000,0.612,8135000000,162000000,28983000000,,900000000,0,0,0,32996000000,12662000000,20334000000,22224944067,-10000000,0,-258000000,409000000,0,86000000,-643000000,36000000,547000000,0,99000000,99000000,99000000,0,0,0.012,4833000000,320000000,2135000000,0.0,2.63,11.002,11.177,24241000000,0,70.64,0.604,0.604,1429000000,3536000000,8426000000,8426000000,0,,,,,0,2955000000,1.0,314622651,314622651,,26.781,33310000000,598000000,51000000,0,105.873,-4938000000
37,UAL,MRQ,2016-12-31,2016-12-31,2016-12-31,2020-02-25,-829000000,40140000000,,7309000000,32831000000,,27.291,-904000000,4552000000,4552000000,3267000000,368000000,0.595,3.636,11705000000,965000000,10740000000,11705000000,4883000000,1977000000,0,0.0,0.0,1046000000,3023000000,0.334,3023000000,1046000000,838000000,1.2,1.19,1.2,8659000000,,8659000000,29601773289,7,4.608,-246000000,-0.775,1.0,5787000000,0.639,8155000000,208000000,26852000000,,873000000,579000000,0,579000000,31481000000,12286000000,19195000000,23123773289,-451000000,-62000000,-172000000,-47000000,0,-235000000,-874000000,-24000000,658000000,0,368000000,368000000,368000000,0,0,0.041,4776000000,1011000000,2139000000,0.0,2.67,10.351,10.765,23318000000,0,72.88,0.633,0.633,1176000000,3427000000,9054000000,9054000000,0,,,,,0,2877000000,1.0,317285583,317285583,,28.536,31985000000,655000000,470000000,0,100.808,-4977000000
